id_sensor,date,time,pm1,pm25,pm10,co,temperature,humidity,pressure
3,2024-07-03,01:07:31,59,73,82,8.028082848,19.39999962,75.59999847,935.2196655
1,2024-07-03,01:07:34,26,33,37,9.335911751,21.5,65.69999695,926.496582
2,2024-07-03,01:08:00,14,18,20,7.055461407,20.0,66.59999847,910.2004395
3,2024-07-03,01:08:01,61,75,85,8.013426781,19.39999962,75.59999847,935.2340698
1,2024-07-03,01:08:04,26,32,36,9.335911751,21.5,65.5,926.5
2,2024-07-03,01:08:30,16,20,22,7.028262615,20.0,66.5,910.2064209
3,2024-07-03,01:08:31,61,75,85,8.028082848,19.39999962,75.59999847,935.2059937
1,2024-07-03,01:08:34,26,32,36,9.335911751,21.60000038,65.30000305,926.5186157
2,2024-07-03,01:09:00,15,19,21,7.017397404,20.0,66.5,910.1702881
3,2024-07-03,01:09:01,58,72,81,8.028082848,19.39999962,75.5,935.1759644
1,2024-07-03,01:09:04,26,32,36,9.335911751,21.60000038,65.30000305,926.5111694
2,2024-07-03,01:09:30,15,19,21,7.017397404,20.10000038,66.59999847,910.1702881
3,2024-07-03,01:09:31,56,69,78,8.013426781,19.39999962,75.5,935.2038574
1,2024-07-03,01:09:34,26,32,36,9.335911751,21.5,65.40000153,926.477417
2,2024-07-03,01:10:00,16,20,22,7.033699512,20.0,66.5,910.1737671
3,2024-07-03,01:10:01,55,68,77,8.013426781,19.39999962,75.5,935.1968994
1,2024-07-03,01:10:04,27,34,38,9.335911751,21.5,65.5,926.4665527
2,2024-07-03,01:10:30,15,19,21,7.039137363,20.10000038,66.59999847,910.1760254
3,2024-07-03,01:10:31,58,72,81,7.998782158,19.39999962,75.30000305,935.1573486
1,2024-07-03,01:10:34,28,35,40,9.335911751,21.5,65.5,926.4846802
2,2024-07-03,01:11:00,16,20,22,6.995686054,20.0,66.5,910.1468506
3,2024-07-03,01:11:01,60,74,83,7.984146118,19.39999962,75.30000305,935.1707764
1,2024-07-03,01:11:04,26,33,37,9.335911751,21.5,65.5,926.4909668
2,2024-07-03,01:11:30,14,18,20,7.055461407,20.10000038,66.40000153,910.1038208
3,2024-07-03,01:11:31,60,74,83,7.998782158,19.39999962,75.40000153,935.1203003
1,2024-07-03,01:11:34,26,33,37,9.356051445,21.5,65.5,926.4379883
2,2024-07-03,01:12:00,13,17,19,7.060905933,20.10000038,66.30000305,910.0939331
3,2024-07-03,01:12:01,60,74,83,7.998782158,19.39999962,75.40000153,935.1027832
1,2024-07-03,01:12:04,26,32,36,9.356051445,21.39999962,65.59999847,926.447998
2,2024-07-03,01:12:30,14,18,20,6.979422092,20.10000038,66.5,910.1233521
3,2024-07-03,01:12:31,58,72,81,8.028082848,19.39999962,75.5,935.1047363
1,2024-07-03,01:12:34,26,33,37,9.356051445,21.39999962,65.69999695,926.3996582
2,2024-07-03,01:13:00,15,19,21,6.974006176,20.0,66.69999695,910.0909424
3,2024-07-03,01:13:01,58,71,80,8.042748451,19.5,75.5,935.0859375
1,2024-07-03,01:13:04,27,34,38,9.376213074,21.39999962,65.69999695,926.4043579
2,2024-07-03,01:13:30,15,19,21,7.039137363,20.0,66.69999695,910.0872803
3,2024-07-03,01:13:31,58,72,81,8.042748451,19.39999962,75.5,935.0856323
1,2024-07-03,01:13:34,27,34,38,9.356051445,21.5,65.59999847,926.430481
2,2024-07-03,01:14:00,15,19,21,7.066355228,20.0,66.80000305,910.0612793
3,2024-07-03,01:14:01,54,67,76,8.028082848,19.5,75.5,935.0873413
1,2024-07-03,01:14:04,26,33,37,9.376213074,21.39999962,65.59999847,926.4230957
2,2024-07-03,01:14:30,15,19,21,7.055461407,20.0,66.90000153,910.0356445
3,2024-07-03,01:14:31,53,66,74,8.042748451,19.5,75.59999847,935.0471802
1,2024-07-03,01:14:34,27,34,38,9.376213074,21.5,65.5,926.3765869
2,2024-07-03,01:15:00,15,19,21,7.017397404,20.0,66.90000153,910.0026855
3,2024-07-03,01:15:01,57,70,79,8.042748451,19.5,75.5,935.081665
1,2024-07-03,01:15:04,28,35,39,9.376213074,21.5,65.5,926.3648682
2,2024-07-03,01:15:30,15,19,21,7.055461407,20.0,66.80000305,910.0024414
3,2024-07-03,01:15:31,56,69,78,8.028082848,19.5,75.5,935.0518799
1,2024-07-03,01:15:34,28,35,39,9.376213074,21.5,65.59999847,926.3476563
2,2024-07-03,01:16:00,15,19,21,7.082707405,20.0,66.80000305,910.0046387
3,2024-07-03,01:16:01,55,68,77,8.028082848,19.5,75.5,935.0610962
1,2024-07-03,01:16:04,26,33,37,9.376213074,21.5,65.5,926.3445435
2,2024-07-03,01:16:30,15,19,21,7.099076748,20.0,66.69999695,910.008606
3,2024-07-03,01:16:31,58,72,81,8.028082848,19.39999962,75.59999847,935.0518799
1,2024-07-03,01:16:34,26,32,36,9.376213074,21.5,65.40000153,926.3018799
2,2024-07-03,01:17:00,16,20,22,7.126397133,20.0,66.59999847,910.0231323
3,2024-07-03,01:17:01,62,76,86,8.028082848,19.39999962,75.69999695,935.0463867
1,2024-07-03,01:17:04,25,31,35,9.396388054,21.5,65.5,926.3140869
2,2024-07-03,01:17:30,16,20,22,7.115463734,20.0,66.59999847,910.0186768
3,2024-07-03,01:17:31,58,72,81,8.028082848,19.39999962,75.69999695,935.0021973
1,2024-07-03,01:17:34,26,32,36,9.376213074,21.5,65.5,926.3049316
2,2024-07-03,01:18:00,15,19,21,7.109998703,20.10000038,66.59999847,909.9726563
3,2024-07-03,01:18:01,57,70,79,8.028082848,19.39999962,75.59999847,935.045166
1,2024-07-03,01:18:04,25,31,35,9.376213074,21.60000038,65.40000153,926.2331543
2,2024-07-03,01:18:30,14,18,20,7.088161945,20.10000038,66.59999847,909.9879761
3,2024-07-03,01:18:31,58,71,80,8.013426781,19.39999962,75.59999847,935.0222778
1,2024-07-03,01:18:34,26,32,36,9.356051445,21.60000038,65.19999695,926.2514648
2,2024-07-03,01:19:00,15,19,21,6.990262985,20.0,66.59999847,909.9605713
3,2024-07-03,01:19:01,60,74,83,8.013426781,19.39999962,75.69999695,935.0443726
1,2024-07-03,01:19:04,26,33,37,9.356051445,21.69999886,65.19999695,926.2949829
3,2024-07-03,01:19:31,59,73,82,8.013426781,19.39999962,75.69999695,935.0229492
2,2024-07-03,01:19:30,14,18,20,6.995686054,20.0,66.90000153,909.9603271
1,2024-07-03,01:19:34,26,33,37,9.356051445,21.60000038,65.19999695,926.2771606
2,2024-07-03,01:20:00,13,17,19,7.050018787,19.89999962,66.90000153,909.9637451
3,2024-07-03,01:20:01,59,73,82,8.028082848,19.39999962,75.69999695,935.0383301
1,2024-07-03,01:20:04,26,33,37,9.335911751,21.60000038,65.0,926.1377563
2,2024-07-03,01:20:30,14,18,20,7.071804047,20.0,66.80000305,910.010498
3,2024-07-03,01:20:31,59,73,83,8.028082848,19.39999962,75.69999695,935.0293579
1,2024-07-03,01:20:34,28,35,39,9.315783501,21.5,65.19999695,926.3060913
2,2024-07-03,01:21:00,13,16,18,7.09361887,20.0,66.80000305,909.9896851
3,2024-07-03,01:21:01,58,72,81,8.028082848,19.39999962,75.80000305,935.0123291
1,2024-07-03,01:21:04,28,35,39,9.315783501,21.5,65.30000305,926.2895508
2,2024-07-03,01:21:30,13,17,19,7.088161945,20.0,66.69999695,909.998291
3,2024-07-03,01:21:31,57,70,79,8.042748451,19.39999962,75.80000305,935.0187378
1,2024-07-03,01:21:34,26,33,37,9.315783501,21.60000038,65.09999847,926.2803955
2,2024-07-03,01:22:00,15,19,21,7.088161945,20.0,66.59999847,909.9706421
3,2024-07-03,01:22:01,55,68,77,8.042748451,19.5,75.69999695,935.0120239
1,2024-07-03,01:22:04,26,32,36,9.315783501,21.5,65.19999695,926.270752
2,2024-07-03,01:22:30,15,19,21,7.088161945,20.10000038,66.5,909.9598999
3,2024-07-03,01:22:31,59,73,82,8.042748451,19.39999962,75.80000305,935.0326538
1,2024-07-03,01:22:34,26,32,36,9.335911751,21.5,65.40000153,926.3071899
2,2024-07-03,01:23:00,15,19,21,7.104537487,20.10000038,66.40000153,909.9799805
3,2024-07-03,01:23:01,61,75,85,8.042748451,19.39999962,75.80000305,935.0120239
1,2024-07-03,01:23:04,26,32,36,9.315783501,21.5,65.19999695,926.2089233
2,2024-07-03,01:23:30,13,17,19,7.120929241,20.10000038,66.40000153,910.0091553
3,2024-07-03,01:23:31,60,74,85,8.057420731,19.39999962,75.69999695,935.006897
1,2024-07-03,01:23:34,25,31,35,9.295671463,21.5,65.30000305,926.2731323
2,2024-07-03,01:24:00,13,17,19,7.120929241,20.10000038,66.30000305,909.9690552
1,2024-07-03,01:24:04,25,31,35,9.315783501,21.60000038,65.30000305,926.3205566
2,2024-07-03,01:24:30,15,19,21,7.033699512,20.0,66.59999847,910.0261841
3,2024-07-03,01:24:31,56,69,78,8.072109222,19.39999962,75.80000305,934.9907227
1,2024-07-03,01:24:34,24,30,34,9.295671463,21.60000038,65.09999847,926.2832642
2,2024-07-03,01:25:00,15,19,21,6.995686054,20.0,66.59999847,910.0187378
3,2024-07-03,01:25:01,57,70,79,8.072109222,19.39999962,75.80000305,935.0187378
1,2024-07-03,01:25:04,24,30,34,9.295671463,21.60000038,65.0,926.2976685
2,2024-07-03,01:25:30,17,21,23,7.071804047,20.10000038,66.69999695,910.0244751
3,2024-07-03,01:25:31,58,71,80,8.072109222,19.39999962,75.80000305,935.0136108
1,2024-07-03,01:25:34,25,31,35,9.275577545,21.60000038,65.09999847,926.3018188
2,2024-07-03,01:26:00,17,21,23,7.09361887,20.10000038,66.5,910.039978
3,2024-07-03,01:26:01,58,72,81,8.072109222,19.39999962,75.90000153,935.0057983
1,2024-07-03,01:26:04,25,31,35,9.275577545,21.60000038,65.30000305,926.3178101
2,2024-07-03,01:26:30,17,21,23,7.09361887,20.10000038,66.40000153,910.0410156
3,2024-07-03,01:26:31,59,73,82,8.072109222,19.39999962,75.90000153,934.9797363
1,2024-07-03,01:26:34,25,31,35,9.255497932,21.60000038,65.0,926.3214111
2,2024-07-03,01:27:00,18,23,26,7.09361887,20.10000038,66.30000305,910.039978
3,2024-07-03,01:27:01,56,69,78,8.072109222,19.39999962,75.90000153,934.9690552
1,2024-07-03,01:27:04,25,31,35,9.235435486,21.5,65.19999695,926.2790527
2,2024-07-03,01:27:30,18,23,26,7.104537487,20.10000038,66.40000153,910.0722046
3,2024-07-03,01:27:31,52,64,72,8.072109222,19.39999962,75.90000153,934.9918823
1,2024-07-03,01:27:34,25,31,35,9.235435486,21.5,65.19999695,926.3293457
2,2024-07-03,01:28:00,17,22,24,7.060905933,20.10000038,66.19999695,910.0733643
3,2024-07-03,01:28:01,54,67,75,8.072109222,19.39999962,75.90000153,935.0179443
1,2024-07-03,01:28:04,23,29,32,9.335911751,21.5,65.19999695,926.3954468
2,2024-07-03,01:28:30,18,23,26,7.082707405,20.10000038,66.19999695,910.0454712
3,2024-07-03,01:28:31,54,67,75,8.072109222,19.39999962,75.90000153,935.0472412
1,2024-07-03,01:28:34,22,28,31,9.255497932,21.5,65.40000153,926.3809204
2,2024-07-03,01:29:00,22,28,32,7.104537487,20.10000038,66.19999695,910.0587769
3,2024-07-03,01:29:01,56,69,78,8.072109222,19.39999962,75.90000153,935.0142822
1,2024-07-03,01:29:04,22,28,31,9.235435486,21.5,65.30000305,926.3904419
2,2024-07-03,01:29:30,25,31,35,7.109998703,20.19999886,66.19999695,910.0946655
3,2024-07-03,01:29:31,58,71,80,8.072109222,19.39999962,75.90000153,935.0100098
1,2024-07-03,01:29:34,22,28,31,9.255497932,21.5,65.30000305,926.3661499
2,2024-07-03,01:30:00,22,28,31,7.09361887,20.19999886,66.09999847,910.0454712
3,2024-07-03,01:30:01,56,69,78,8.072109222,19.39999962,75.90000153,935.0142212
1,2024-07-03,01:30:04,23,29,32,9.275577545,21.5,65.40000153,926.3933105
2,2024-07-03,01:30:30,24,30,34,7.104537487,20.19999886,66.09999847,910.0540771
3,2024-07-03,01:30:31,57,70,79,8.072109222,19.39999962,76.0,935.0159302
1,2024-07-03,01:30:34,23,29,32,9.275577545,21.5,65.19999695,926.3442383
2,2024-07-03,01:31:00,25,31,35,7.104537487,20.19999886,66.09999847,910.0370483
3,2024-07-03,01:31:01,58,71,80,8.072109222,19.39999962,76.0,935.0003052
1,2024-07-03,01:31:04,23,29,32,9.275577545,21.60000038,65.19999695,926.3535767
2,2024-07-03,01:31:30,25,31,35,7.099076748,20.19999886,66.09999847,910.022644
3,2024-07-03,01:31:31,56,69,79,8.072109222,19.39999962,76.0,935.0281372
1,2024-07-03,01:31:34,23,29,32,9.295671463,21.60000038,65.0,926.3795166
2,2024-07-03,01:32:00,24,30,35,7.104537487,20.19999886,66.0,910.0525513
3,2024-07-03,01:32:01,57,70,79,8.072109222,19.39999962,76.09999847,935.0276489
1,2024-07-03,01:32:04,22,28,31,9.315783501,21.69999886,64.80000305,926.3451538
2,2024-07-03,01:32:30,25,31,35,7.115463734,20.19999886,66.19999695,910.0276489
3,2024-07-03,01:32:31,58,71,80,8.072109222,19.39999962,76.09999847,935.0314331
1,2024-07-03,01:32:34,23,29,32,9.335911751,21.60000038,64.80000305,926.3418579
2,2024-07-03,01:33:00,26,33,37,7.082707405,20.19999886,66.0,910.001709
3,2024-07-03,01:33:01,57,70,79,8.072109222,19.39999962,76.09999847,935.0151367
1,2024-07-03,01:33:04,23,29,32,9.356051445,21.60000038,64.90000153,926.3375244
2,2024-07-03,01:33:30,26,33,37,7.109998703,20.19999886,66.09999847,910.0137329
3,2024-07-03,01:33:31,57,70,79,8.072109222,19.39999962,76.09999847,935.0285645
1,2024-07-03,01:33:34,23,29,32,9.376213074,21.60000038,64.90000153,926.3431396
2,2024-07-03,01:34:00,26,33,37,7.137339592,20.19999886,66.09999847,909.9783325
3,2024-07-03,01:34:01,57,70,79,8.072109222,19.39999962,76.19999695,935.0373535
1,2024-07-03,01:34:04,24,30,34,9.376213074,21.5,65.0,926.3295288
2,2024-07-03,01:34:30,26,33,37,7.126397133,20.19999886,66.09999847,909.9845581
3,2024-07-03,01:34:31,57,70,79,8.072109222,19.39999962,76.19999695,934.9935913
1,2024-07-03,01:34:34,24,30,34,9.396388054,21.5,65.19999695,926.3190918
2,2024-07-03,01:35:00,24,30,34,7.126397133,20.19999886,66.0,910.0083008
3,2024-07-03,01:35:01,56,69,78,8.086805344,19.39999962,76.19999695,935.0507202
1,2024-07-03,01:35:04,25,31,35,9.396388054,21.39999962,65.30000305,926.1505737
2,2024-07-03,01:35:30,23,29,32,7.088161945,20.19999886,65.90000153,909.9707642
3,2024-07-03,01:35:31,57,70,79,8.072109222,19.39999962,76.19999695,935.0404663
1,2024-07-03,01:35:34,26,33,37,9.416582108,21.39999962,65.40000153,926.2543945
2,2024-07-03,01:36:00,22,27,30,7.09361887,20.19999886,66.0,909.9934082
3,2024-07-03,01:36:01,58,71,80,8.072109222,19.39999962,76.09999847,934.9971313
1,2024-07-03,01:36:04,26,32,36,9.396388054,21.5,65.40000153,926.2684326
2,2024-07-03,01:36:30,20,25,28,7.071804047,20.10000038,65.90000153,909.9979858
3,2024-07-03,01:36:31,57,70,79,8.072109222,19.39999962,76.19999695,935.039978
1,2024-07-03,01:36:34,24,30,34,9.396388054,21.5,65.30000305,926.2209473
2,2024-07-03,01:37:00,20,25,28,7.077254295,20.19999886,66.0,909.958252
3,2024-07-03,01:37:01,57,70,79,8.072109222,19.39999962,76.19999695,935.0223389
1,2024-07-03,01:37:04,24,30,34,9.416582108,21.5,65.19999695,926.2581177
2,2024-07-03,01:37:30,19,24,27,7.104537487,20.19999886,66.09999847,909.9592896
3,2024-07-03,01:37:31,58,71,80,8.072109222,19.39999962,76.19999695,935.0396729
1,2024-07-03,01:37:34,23,29,32,9.416582108,21.5,65.30000305,926.2207031
2,2024-07-03,01:38:00,17,22,24,7.109998703,20.19999886,66.09999847,909.9523315
3,2024-07-03,01:38:01,55,68,77,8.086805344,19.29999924,76.30000305,935.019165
1,2024-07-03,01:38:04,24,30,34,9.396388054,21.5,65.19999695,926.2249756
2,2024-07-03,01:38:30,16,20,22,7.131865978,20.19999886,66.09999847,909.9584961
3,2024-07-03,01:38:31,57,70,79,8.086805344,19.29999924,76.30000305,935.0131836
1,2024-07-03,01:38:34,25,31,35,9.416582108,21.5,65.5,926.2546387
2,2024-07-03,01:39:00,15,19,21,7.137339592,20.19999886,66.0,909.9575195
3,2024-07-03,01:39:01,58,71,80,8.086805344,19.39999962,76.30000305,934.9835815
1,2024-07-03,01:39:04,25,31,35,9.43679142,21.5,65.30000305,926.2456055
2,2024-07-03,01:39:30,20,25,28,7.153763771,20.19999886,66.5,909.9646606
3,2024-07-03,01:39:31,57,70,79,8.086805344,19.39999962,76.30000305,934.9995117
1,2024-07-03,01:39:34,25,31,35,9.416582108,21.5,65.30000305,926.2556152
2,2024-07-03,01:40:00,40,49,55,7.153763771,20.19999886,66.40000153,909.9317017
3,2024-07-03,01:40:01,57,70,79,8.101511955,19.39999962,76.30000305,934.9918823
1,2024-07-03,01:40:04,26,32,36,9.416582108,21.39999962,65.59999847,926.2329102
2,2024-07-03,01:40:30,48,59,67,7.131865978,20.19999886,66.09999847,909.9371948
3,2024-07-03,01:40:31,55,68,77,8.086805344,19.39999962,76.19999695,934.9888916
1,2024-07-03,01:40:34,25,31,35,9.416582108,21.39999962,65.59999847,926.2985229
2,2024-07-03,01:41:00,44,54,61,7.126397133,20.19999886,66.0,909.9321899
3,2024-07-03,01:41:01,55,68,77,8.086805344,19.39999962,76.19999695,934.9677124
1,2024-07-03,01:41:04,25,31,35,9.416582108,21.5,65.40000153,926.2330322
2,2024-07-03,01:41:30,38,47,53,7.109998703,20.19999886,66.0,909.9054565
3,2024-07-03,01:41:31,55,68,77,8.086805344,19.39999962,76.19999695,934.9628296
1,2024-07-03,01:41:34,24,30,34,9.396388054,21.5,65.40000153,926.2371826
2,2024-07-03,01:42:00,36,45,51,7.126397133,20.19999886,66.09999847,909.9509277
3,2024-07-03,01:42:01,54,67,75,8.086805344,19.39999962,76.09999847,934.9501343
1,2024-07-03,01:42:04,23,29,32,9.376213074,21.39999962,65.5,926.258667
2,2024-07-03,01:42:30,35,44,49,7.082707405,20.19999886,66.0,909.913147
3,2024-07-03,01:42:31,53,66,74,8.072109222,19.39999962,76.09999847,934.9539185
1,2024-07-03,01:42:34,26,32,36,9.396388054,21.39999962,65.59999847,926.218689
2,2024-07-03,01:43:00,35,43,48,7.115463734,20.19999886,66.09999847,909.9246826
3,2024-07-03,01:43:01,55,68,77,8.086805344,19.29999924,76.09999847,934.9675293
1,2024-07-03,01:43:04,25,31,35,9.416582108,21.39999962,65.59999847,926.2086792
2,2024-07-03,01:43:30,35,43,49,7.115463734,20.19999886,66.0,909.9012451
3,2024-07-03,01:43:31,57,70,79,8.086805344,19.39999962,76.09999847,934.953125
1,2024-07-03,01:43:34,24,30,34,9.396388054,21.5,65.30000305,926.1757813
2,2024-07-03,01:44:00,34,42,47,7.120929241,20.19999886,66.0,909.8774414
3,2024-07-03,01:44:01,58,71,80,8.101511955,19.29999924,76.19999695,934.9181519
1,2024-07-03,01:44:04,23,29,32,9.356051445,21.5,65.30000305,926.1605225
2,2024-07-03,01:44:30,33,41,46,7.131865978,20.19999886,66.09999847,909.8598633
3,2024-07-03,01:44:31,58,71,81,8.101511955,19.29999924,76.19999695,934.8970337
1,2024-07-03,01:44:34,24,30,34,9.335911751,21.5,65.5,926.1459351
2,2024-07-03,01:45:00,32,40,45,7.137339592,20.19999886,66.09999847,909.809082
3,2024-07-03,01:45:01,60,74,83,8.101511955,19.29999924,76.19999695,934.8961792
1,2024-07-03,01:45:04,23,29,32,9.356051445,21.39999962,65.5,926.1195068
2,2024-07-03,01:45:30,31,38,43,7.148286343,20.19999886,65.90000153,909.8104858
3,2024-07-03,01:45:31,59,73,82,8.086805344,19.29999924,76.19999695,934.8760986
1,2024-07-03,01:45:34,24,30,34,9.356051445,21.5,65.59999847,926.1030273
2,2024-07-03,01:46:00,28,35,40,7.153763771,20.19999886,66.0,909.8101807
3,2024-07-03,01:46:01,58,71,80,8.086805344,19.29999924,76.30000305,934.8562622
1,2024-07-03,01:46:04,23,29,32,9.335911751,21.5,65.5,926.0843506
2,2024-07-03,01:46:30,26,33,37,7.148286343,20.19999886,66.09999847,909.7848511
3,2024-07-03,01:46:31,57,70,79,8.086805344,19.29999924,76.19999695,934.8503418
1,2024-07-03,01:46:34,22,28,31,9.356051445,21.39999962,65.80000305,926.0837402
2,2024-07-03,01:47:00,24,30,34,7.148286343,20.29999924,66.09999847,909.7667847
3,2024-07-03,01:47:01,55,68,78,8.072109222,19.29999924,76.19999695,934.8357544
1,2024-07-03,01:47:04,24,30,34,9.335911751,21.39999962,65.80000305,926.0974121
2,2024-07-03,01:47:30,24,30,34,7.148286343,20.29999924,66.0,909.7805176
3,2024-07-03,01:47:31,58,71,80,8.072109222,19.29999924,76.19999695,934.8336182
1,2024-07-03,01:47:34,24,30,34,9.356051445,21.39999962,65.59999847,926.0759277
2,2024-07-03,01:48:00,24,30,34,7.164723873,20.29999924,66.0,909.8117065
3,2024-07-03,01:48:01,58,72,81,8.072109222,19.29999924,76.30000305,934.8139648
1,2024-07-03,01:48:04,24,30,34,9.335911751,21.39999962,65.40000153,926.067749
2,2024-07-03,01:48:30,26,32,36,7.148286343,20.29999924,65.90000153,909.8047485
3,2024-07-03,01:48:31,59,73,82,8.086805344,19.29999924,76.30000305,934.8137207
1,2024-07-03,01:48:34,24,30,34,9.295671463,21.39999962,65.5,926.0912476
2,2024-07-03,01:49:00,24,30,34,7.159241676,20.29999924,65.90000153,909.7996216
3,2024-07-03,01:49:01,58,72,81,8.086805344,19.29999924,76.30000305,934.8186646
1,2024-07-03,01:49:04,22,27,30,9.315783501,21.39999962,65.59999847,926.0548706
2,2024-07-03,01:49:30,22,27,30,7.148286343,20.29999924,65.90000153,909.7956543
3,2024-07-03,01:49:31,58,71,80,8.086805344,19.39999962,76.30000305,934.8340454
1,2024-07-03,01:49:34,22,27,30,9.275577545,21.29999924,65.5,926.0879517
2,2024-07-03,01:50:00,22,27,30,7.142812252,20.29999924,65.90000153,909.7879028
3,2024-07-03,01:50:01,54,67,75,8.086805344,19.29999924,76.30000305,934.8591309
1,2024-07-03,01:50:04,22,28,31,9.275577545,21.29999924,65.59999847,926.0908813
2,2024-07-03,01:50:30,22,27,30,7.148286343,20.29999924,65.90000153,909.8217163
3,2024-07-03,01:50:31,54,67,75,8.086805344,19.29999924,76.30000305,934.8724976
1,2024-07-03,01:50:34,22,28,31,9.295671463,21.29999924,65.80000305,926.1289673
2,2024-07-03,01:51:00,21,26,29,7.142812252,20.29999924,65.90000153,909.8209229
3,2024-07-03,01:51:01,56,69,78,8.086805344,19.39999962,76.19999695,934.8591309
1,2024-07-03,01:51:04,23,29,32,9.477257729,21.29999924,65.69999695,926.0108032
2,2024-07-03,01:51:30,22,27,30,7.170207024,20.29999924,65.90000153,909.8439941
3,2024-07-03,01:51:31,57,70,79,8.086805344,19.29999924,76.30000305,934.8509521
1,2024-07-03,01:51:34,22,28,31,9.275577545,21.29999924,65.80000305,926.0669556
2,2024-07-03,01:52:00,22,28,32,7.164723873,20.39999962,65.80000305,909.8534546
3,2024-07-03,01:52:01,58,71,80,8.072109222,19.29999924,76.30000305,934.8509521
1,2024-07-03,01:52:04,22,27,30,9.295671463,21.29999924,65.90000153,926.149292
2,2024-07-03,01:52:30,23,29,32,7.148286343,20.29999924,65.69999695,909.8261108
3,2024-07-03,01:52:31,60,74,83,8.072109222,19.29999924,76.30000305,934.8509521
1,2024-07-03,01:52:34,22,27,30,9.295671463,21.29999924,66.0,926.1223145
2,2024-07-03,01:53:00,23,29,32,7.137339592,20.39999962,65.59999847,909.829834
3,2024-07-03,01:53:01,60,74,83,8.072109222,19.39999962,76.30000305,934.8599243
1,2024-07-03,01:53:04,22,28,31,9.275577545,21.29999924,65.80000305,926.1495361
2,2024-07-03,01:53:30,21,26,29,7.142812252,20.39999962,65.59999847,909.8256226
3,2024-07-03,01:53:31,59,73,82,8.072109222,19.29999924,76.19999695,934.8395386
1,2024-07-03,01:53:34,22,27,30,9.275577545,21.29999924,65.69999695,926.0731201
2,2024-07-03,01:54:00,20,25,28,7.153763771,20.39999962,65.59999847,909.7937622
3,2024-07-03,01:54:01,59,73,82,8.086805344,19.29999924,76.30000305,934.8465576
1,2024-07-03,01:54:04,22,28,32,9.275577545,21.29999924,65.59999847,926.1582031
2,2024-07-03,01:54:30,22,28,31,7.148286343,20.39999962,65.59999847,909.8151855
3,2024-07-03,01:54:31,58,72,82,8.086805344,19.29999924,76.30000305,934.8082886
1,2024-07-03,01:54:34,22,27,30,9.275577545,21.29999924,65.69999695,926.1171875
2,2024-07-03,01:55:00,23,29,32,7.153763771,20.39999962,65.59999847,909.7921753
3,2024-07-03,01:55:01,58,71,80,8.086805344,19.39999962,76.30000305,934.7935791
1,2024-07-03,01:55:04,21,26,29,9.255497932,21.29999924,65.69999695,926.09552
2,2024-07-03,01:55:30,19,24,27,7.148286343,20.39999962,65.5,909.8035889
3,2024-07-03,01:55:31,57,70,79,8.086805344,19.39999962,76.40000153,934.8187256
1,2024-07-03,01:55:34,22,27,30,9.275577545,21.39999962,65.5,926.1333618
2,2024-07-03,01:56:00,20,25,28,7.159241676,20.39999962,65.5,909.7782593
3,2024-07-03,01:56:01,58,71,80,8.086805344,19.29999924,76.40000153,934.8150024
1,2024-07-03,01:56:04,22,28,31,9.275577545,21.5,65.5,926.085022
2,2024-07-03,01:56:30,22,27,31,7.153763771,20.39999962,65.5,909.7629395
3,2024-07-03,01:56:31,58,72,81,8.101511955,19.29999924,76.30000305,934.7745361
1,2024-07-03,01:56:34,22,28,31,9.275577545,21.5,65.40000153,926.043457
2,2024-07-03,01:57:00,21,26,29,7.164723873,20.39999962,65.5,909.7581787
3,2024-07-03,01:57:01,58,71,80,8.101511955,19.29999924,76.40000153,934.7803345
1,2024-07-03,01:57:04,22,28,31,9.275577545,21.60000038,65.19999695,926.0797119
2,2024-07-03,01:57:30,20,25,28,7.109998703,20.39999962,65.30000305,909.746582
3,2024-07-03,01:57:31,57,70,79,8.101511955,19.29999924,76.30000305,934.7703247
1,2024-07-03,01:57:34,22,28,31,9.235435486,21.5,64.90000153,926.0733032
2,2024-07-03,01:58:00,18,23,26,7.109998703,20.39999962,65.40000153,909.7388306
3,2024-07-03,01:58:01,58,71,80,8.101511955,19.29999924,76.40000153,934.7440796
1,2024-07-03,01:58:04,22,28,31,9.235435486,21.39999962,65.30000305,926.0211182
2,2024-07-03,01:58:30,19,24,27,7.066355228,20.29999924,65.5,909.7224731
3,2024-07-03,01:58:31,58,72,81,8.101511955,19.29999924,76.40000153,934.7531738
1,2024-07-03,01:58:34,22,28,31,9.235435486,21.29999924,65.40000153,926.0336914
2,2024-07-03,01:59:00,21,26,29,7.09361887,20.39999962,65.5,909.7111206
3,2024-07-03,01:59:01,57,70,79,8.101511955,19.29999924,76.5,934.7415771
1,2024-07-03,01:59:04,22,28,32,9.235435486,21.39999962,65.5,925.9812622
2,2024-07-03,01:59:30,23,29,32,7.109998703,20.29999924,65.5,909.7112427
3,2024-07-03,01:59:31,57,70,79,8.101511955,19.29999924,76.5,934.7285156
1,2024-07-03,01:59:34,22,28,31,9.235435486,21.39999962,65.5,926.0025024
2,2024-07-03,02:00:00,23,29,32,7.126397133,20.39999962,65.5,909.7246704
3,2024-07-03,02:00:01,57,70,79,8.101511955,19.29999924,76.40000153,934.7368774
1,2024-07-03,02:00:04,23,29,32,9.235435486,21.39999962,65.59999847,925.9451294
2,2024-07-03,02:00:30,23,29,32,7.137339592,20.29999924,65.5,909.6860352
